1514131201,1,75645
1514131201,2,29650
1514131201,3,94216
1514131201,4,20666
1514131201,5,92888
1514131201,6,46797
1514131201,7,49418
1514131201,8,20438
1514131201,9,37786
1514131201,10,16818
1514131201,11,33404
1514131201,12,64356
1514131201,13,17779
1514131201,14,15425
1514131201,15,13130
1514131201,16,41031
1514131201,17,25638
1514131201,18,56743
1514131201,19,46893
1514131201,20,55445
1514131201,21,30836
1514131201,22,13398
1514131201,23,59832
1514131201,24,10536
1514131201,25,9842
1514131201,26,10901
1514131201,27,26304
1514131201,28,6404
1514131201,29,8372
1514131201,30,25709
1514131201,31,7609
1514131201,32,9099
1514131201,33,173705
1514131201,34,4451
1514131201,35,22278
1514131201,36,14763
1514131201,37,4957
1514131201,38,2975
1514131201,39,39832
1514131201,40,37229
1514131201,41,70028
1514131201,42,9448
1514131201,43,10461
1514131201,44,25632
1514131201,45,136063
1514131201,46,18227
1514131201,47,3426
1514131201,48,107023
1514131201,49,30953
1514131201,50,2969
1514131201,51,16038
1514131201,52,20593
1514131201,53,9628
1514131201,54,9649
1514131201,55,14333
1514131201,56,4056
1514131201,57,6581
1514131201,58,8897
1514131201,59,4081
1514131201,60,13332
1514131201,61,4458
1514131201,62,71639
1514131201,63,32258
1514131201,64,17817
1514131201,65,51108
1514131201,66,26718
1514131201,67,9277
1514131201,68,19484
1514131201,69,48091
1514131201,70,6884
1514131201,71,21271
1514131201,72,18765
1514131201,73,6466
1514131201,74,9672
1514131201,75,1753
1514131201,76,29659
1514131201,77,16343
1514131201,78,53486
1514131201,79,66345
1514131201,80,33298
1514131201,81,9338
1514131201,82,20742
1514131201,83,118499
1514131201,84,20162
1514131201,85,44691
1514131201,86,19517
1514131201,87,7900
1514131201,88,18138
1514131201,89,3437
1514131201,90,4437
1514131201,91,118031
1514131201,92,5396
1514131201,93,13992
1514131201,94,39027
1514131201,95,10680
1514131201,96,6638
1514131201,97,11898
1514131201,98,10453
1514131201,99,8982
1514131201,100,13811
1514131201,101,11155
1514131201,102,21730
1514131201,103,105090
1514131201,104,6562
1514131201,105,145237
1514131201,106,5795
1514131201,107,81434
1514131201,108,10322
1514131201,109,83830
1514131201,110,119188
1514131201,111,141946
1514131201,112,35401
1514131201,113,15345
1514131201,114,21013
1514131201,115,38899
1514131201,116,19501
1514131201,117,10051
1514131201,118,5963
1514131201,119,43107
1514131201,120,33980
1514131201,121,26387
1514131201,122,7544
1514131201,123,48874
1514131201,124,16219
1514131201,125,1518
1514131201,126,4851
1514131201,127,33628
1514131201,128,18009
1514131201,129,18453
1514131201,130,16024
1514131201,131,4830
1514131201,132,16899
1514131201,133,43107
1514131201,134,77809
1514131201,135,26963
1514131201,136,40475
1514131201,137,8338
1514131201,138,42341
1514131201,139,55773
1514131201,140,6238
1514131201,141,37229
1514131201,142,9290
1514131201,143,13102
1514131201,144,62133
1514131201,145,32484
1514131201,146,6441
1514131201,147,3539
1514131201,148,16422
1514131501,1,75673
1514131501,2,29650
1514131501,3,94237
1514131501,4,20666
1514131501,5,92916
1514131501,6,46804
1514131501,7,49418
1514131501,8,20438
1514131501,9,37793
1514131501,10,16818
1514131501,11,33404
1514131501,12,64356
1514131501,13,17779
1514131501,14,15425
1514131501,15,13130
1514131501,16,41052
1514131501,17,25645
1514131501,18,56743
1514131501,19,46893
1514131501,20,55466
1514131501,21,30850
1514131501,22,13398
1514131501,23,59832
1514131501,24,10536
1514131501,25,9842
1514131501,26,10901
1514131501,27,26325
1514131501,28,6404
1514131501,29,8372
1514131501,30,25709
1514131501,31,7623
1514131501,32,9099
1514131501,33,173740
1514131501,34,4465
1514131501,35,22278
1514131501,36,14784
1514131501,37,4957
1514131501,38,2975
1514131501,39,39842
