ts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148
1512921601,57021,23299,76270,18530,72923,37329,38126,18037,29781,14626,26525,47786,14527,12575,10781,31106,19390,33997,40733,24646,22720,11867,44146,9129,7459,7736,19684,5640,6198,20079,5516,7341,150113,3304,17092,10968,4460,2975,29020,25320,57203,7442,10078,16629,116825,16430,3262,65340,15751,2969,11806,9276,7690,7121,12019,3695,5674,8424,3242,11307,3595,54814,16166,15809,39059,20466,7466,16737,36996,5101,17130,15366,5423,6896,1753,22527,12415,33097,52334,27546,6733,17276,95297,17120,23688,16629,6121,13039,3247,3266,95185,4305,11489,27873,8525,5221,9633,8636,7096,11684,8884,17135,83112,4890,125843,4980,64006,10322,65592,90869,120648,35401,13241,13397,30809,14553,8151,5963,33893,25104,20642,5724,36141,11203,1518,3635,26069,13547,12704,12532,3995,13427,32003,67191,21701,29445,6969,33680,45412,4826,23123,7361,10923,46840,26927,4707,3444,11312
1512921901,57049,23299,76284,18530,72979,37332,38131,18037,29795,14626,26532,47800,14534,12575,10781,31113,19401,33997,40733,24653,22734,11867,44153,9129,7459,7736,19698,5640,6198,20079,5530,7341,150171,3318,17120,10968,4460,2975,29083,25369,57210,7442,10078,16629,116838,16430,3262,65373,15772,2969,11813,9322,7690,7121,12019,3695,5674,8424,3242,11321,3595,54842,16166,15809,39059,20476,7466,16737,37010,5108,17130,15366,5423,6896,1753,22527,12422,33097,52348,27560,6740,17290,95342,17127,23695,16629,6121,13046,3247,3266,95210,4305,11489,27873,8525,5221,9633,8636,7103,11684,8884,17142,83119,4890,125881,4980,64027,10322,65613,90890,120682,35401,13269,13397,30816,14560,8151,5963,33896,25104,20642,5724,36141,11203,1518,3635,26069,13554,12711,12539,3995,13427,32003,67191,21715,29459,6969,33694,45433,4826,23137,7361,10923,46840,26934,4707,3444,11312
1512922201,57119,23299,76288,18530,73026,37346,38138,18037,29799,14626,26536,47812,14534,12582,10781,31125,19422,33997,40740,24672,22734,11867,44160,9136,7459,7748,19698,5640,6205,20079,5530,7341,150194,3318,17120,10977,4460,2975,29101,25394,57217,7442,10078,16636,116884,16437,3262,65375,15791,2969,11813,9363,7690,7121,12019,3695,5674,8431,3242,11321,3595,54858,16180,15809,39061,20483,7466,16750,37017,5129,17130,15373,5423,6903,1753,22553,12429,33130,52385,27574,6742,17290,95370,17134,23695,16629,6121,13046,3247,3266,95248,4305,11489,27873,8525,5221,9633,8636,7110,11684,8884,17142,83151,4890,125909,4980,64055,10322,65626,90925,120714,35401,13269,13405,30816,14566,8158,5963,33898,25104,20668,5731,36144,11203,1518,3635,26088,13554,12725,12541,3995,13427,32019,67191,21715,29459,6969,33694,45447,4826,23160,7361,10930,46847,26934,4707,3444,11321
1512922501,57140,23299,76424,18537,73053,37404,38152,18037,29854,14667,26587,47887,14588,12582,10823,31170,19429,34040,40808,24737,22784,11867,44167,9136,7459,7755,19698,5640,6205,20079,5544,7341,150215,3318,17120,10984,4460,2975,29122,25401,57217,7442,10085,16664,116895,16444,3262,65375,15826,2969,11820,9370,7690,7121,12019,3697,5674,8431,3242,11321,3595,54864,16187,15809,39062,20483,7466,16750,37017,5129,17130,15373,5423,6903,1753,22554,12429,33144,52400,27574,6742,17297,95377,17134,23702,16629,6121,13046,3247,3266,95262,4305,11489,27880,8525,5221,9640,8636,7110,11691,8884,17142,83221,4890,125923,4980,64104,10322,65640,90960,120735,35401,13269,13408,30816,14570,8158,5963,33905,25104,20668,5731,36154,11203,1518,3635,26116,13554,12725,12541,3995,13427,32019,67198,21715,29466,6976,33700,45480,4826,23202,7361,10930,46854,26934,4707,3444,11321
1512922801,57154,23299,76424,18537,73074,37404,38159,18037,29861,14667,26591,47908,14594,12589,10829,31183,19443,34040,40808,24744,22784,11867,44167,9136,7459,7762,19726,5640,6205,20086,5544,7391,150287,3325,17120,10991,4460,2975,29143,25466,57268,7442,10152,16671,117008,16444,3262,65457,15840,2969,11858,9391,7690,7128,12019,3697,5674,8431,3242,11365,3606,54885,16194,15809,39076,20483,7466,16757,37017,5129,17137,15427,5423,6903,1753,22595,12436,33158,52407,27612,6749,17311,95377,17141,23702,16664,6121,13053,3247,3266,95324,4305,11533,27894,8525,5227,9640,8636,7110,11691,8898,17142,83277,4897,126046,4980,64139,10322,65661,91009,120801,35401,13269,13408,30816,14576,8158,5963,33946,25158,20701,5731,36205,11203,1518,3641,26195,13558,12725,12541,3995,13482,32087,67198,21722,29466,6976,33714,45487,4826,23216,7361,10930,46861,26934,4707,3444,11321
1512923101,57161,23299,76431,18537,73095,37404,38166,18037,29867,14667,26591,47908,14601,12589,10829,31183,19443,34040,40808,24758,22784,11867,44174,9136,7459,7762,19740,5640,6212,20086,5544,7391,150311,3325,17127,10991,4460,2975,29143,25466,57268,7442,10152,16678,117033,16451,3262,65476,15847,2969,11864,9391,7690,7128,12019,3697,5674,8431,3248,11365,3606,54913,16201,15809,39083,20483,7466,16764,37017,5136,17137,15427,5423,6910,1753,22595,12443,33164,52414,27663,6749,17331,95396,17141,23702,16664,6121,13053,3247,3266,95357,4312,11533,27901,8525,5227,9640,8636,7110,11691,8912,17142,83324,4897,126071,4980,64172,10322,65688,91030,120821,35401,13269,13408,30823,14582,8158,5963,33946,25158,20701,5731,36219,11210,1518,3641,26202,13565,12725,12541,3995,13482,32094,67198,21722,29466,6976,33714,45494,4826,23260,7361,10930,46922,26986,4707,3444,11321
1512923401,57182,23299,76431,18537,73102,37418,38166,18037,29867,14667,26598,47915,14601,12589,10843,31183,19443,34040,40808,24772,22784,11867,44181,9136,7459,7762,19740,5640,6212,20086,5544,7391,150318,3325,17127,10991,4460,2975,29143,25480,57275,7442,10152,16685,117047,16451,3262,65476,15851,2969,11871,9412,7690,7128,12019,3697,5681,8431,3248,11372,3606,54920,16208,15809,39090,20483,7466,16764,37024,5136,17137,15427,5423,6910,1753,22602,12450,33178,52421,27677,6749,17345,95430,17141,23702,16664,6121,13053,3247,3266,95370,4312,11533,27908,8525,5227,9640,8636,7110,11691,8919,17142,83345,4897,126099,4980,64189,10322,65702,91058,120833,35401,13276,13415,30826,14582,8158,5963,33953,25158,20702,5731,36223,11210,1518,3641,26202,13565,12725,12541,3995,13482,32094,67205,21729,29473,6976,33721,45501,4826,23273,7361,10930,46922,26986,4707,3444,11321
1512923701,57182,23299,76431,18537,73102,37418,38166,18037,29867,14667,26598,47915,14601,12589,10843,31190,19457,34047,40808,24779,22784,11867,44181,9136,7459,7762,19761,5640,6219,20086,5544,7391,150325,3325,17127,10991,4460,2975,29143,25487,57275,7442,10152,16706,117061,16451,3262,65490,15851,2969,11871,9412,7690,7128,12019,3697,5681,8431,3248,11372,3606,54927,16243,15809,39090,20483,7466,16764,37038,5136,17137,15427,5423,6910,1753,22602,12450,33213,52421,27677,6749,17352,95458,17141,23702,16664,6121,13053,3247,3266,95377,4312,11533,27908,8525,5227,9640,8636,7110,11691,8926,17142,83352,4904,126106,4980,64196,10322,65722,91058,120840,35401,13276,13422,30826,14589,8165,5963,33959,25158,20709,5731,36223,11210,1518,3641,26202,13572,12725,12541,4002,13482,32094,67205,21729,29487,6976,33728,45507,4826,23273,7368,10937,46922,26986,4707,3444,11321
1512924001,57196,23299,76431,18544,73114,37432,38173,18044,29873,14667,26605,47922,14608,12589,10843,31190,19471,34047,40808,24793,22784,11867,44181,9136,7459,7769,19768,5640,6226,20086,5544,7391,150346,3325,17127,10991,4460,2975,29143,25487,57275,7442,10152,16706,117096,16451,3262,65497,15865,2969,11871,9412,7690,7128,12019,3697,5681,8431,3248,11372,3606,54947,16243,15809,39097,20483,7466,16764,37045,5136,17137,15434,5423,6910,1753,22606,12450,33232,52421,27677,6749,17352,95486,17148,23702,16664,6121,13053,3247,3266,95396,4312,11533,27922,8525,5234,9640,8636,7110,11691,8933,17142,83394,4904,126118,4980,64203,10322,65736,91086,120840,35401,13276,13429,30826,14610,8172,5963,33973,25158,20709,5738,36223,11210,1518,3641,26206,13572,12725,12541,4009,13482,32101,67205,21743,29494,6976,33740,45507,4826,23280,7375,10937,46922,26986,4707,3444,11321
1512924301,57202,23299,76437,18544,73128,37432,38180,18044,29880,14667,26612,47922,14608,12589,10843,31190,19471,34047,40821,24814,22784,11867,44181,9136,7459,7769,19775,5640,6226,20093,5544,7391,150353,3325,17127,10991,4460,2975,29157,25494,57289,7442,10152,16713,117111,16451,3262,65518,15872,2969,11871,9427,7690,7128,12019,3697,5681,8431,3248,11372,3606,54954,16243,15809,39097,20483,7473,16764,37045,5136,17137,15434,5423,6910,1753,22606,12450,33232,52435,27677,6749,17352,95515,17148,23702,16664,6121,13053,3247,3273,95404,4312,11533,27929,8525,5234,9640,8642,7110,11691,8933,17142,83436,4904,126126,4980,64210,10322,65743,91086,120855,35401,13276,13436,30847,14617,8172,5963,33973,25165,20709,5738,36230,11210,1518,3641,26206,13572,12725,12541,4009,13482,32101,67205,21750,29494,6976,33747,45514,4826,23294,7375,10937,46922,26986,4707,3444,11321
