ts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148
1511712001,29068,15930,42550,9199,34540,20863,19975,12692,15731,6008,14080,23206,7446,6338,5033,15975,9375,18189,25725,13459,13482,9516,23381,6467,4718,4052,9135,3992,3875,15216,3666,3384,99835,2111,10426,6711,3172,2075,17098,12515,34423,4485,7244,8953,73260,12966,2516,27009,7619,2083,7575,4628,5249,4839,8242,2439,4228,7322,2109,6507,2054,28431,3009,10060,22745,11845,5013,13112,23744,3206,9609,7250,4111,3854,1753,12745,7478,15472,29117,16331,4068,11438,55111,12070,8195,13037,4053,8371,2145,2197,53431,2712,4541,16734,4516,3489,7078,6775,4031,7810,5510,11102,50790,3046,77040,2835,33559,10203,34645,50456,74829,35401,7092,7567,20405,7323,5759,5855,20248,14061,12794,3993,20592,6304,1518,2249,17808,6207,7369,8407,2955,7488,13257,45063,14393,15509,4708,17786,31016,3375,8599,4658,7303,25430,15261,2816,2792,6927
1511712301,29110,15944,42557,9206,34540,20905,19989,12692,15744,6008,14080,23220,7446,6338,5033,15996,9382,18203,25725,13466,13496,9523,23388,6474,4725,4052,9156,3992,3875,15230,3666,3391,99873,2111,10433,6725,3221,2075,17161,12522,34423,4485,7244,8967,73270,12966,2516,27040,7633,2083,7582,4628,5249,4839,8242,2439,4228,7322,2121,6507,2054,28468,3009,10060,22759,11852,5013,13112,23758,3206,9609,7250,4111,3868,1753,12772,7492,15486,29124,16345,4096,11438,55125,12077,8195,13051,4053,8385,2145,2197,53452,2712,4541,16748,4516,3496,7078,6799,4031,7810,5538,11109,50839,3053,77066,2835,33587,10203,34680,50542,74857,35401,7099,7581,20412,7347,5759,5855,20276,14117,12797,3993,20592,6304,1518,2249,17825,6207,7397,8407,2955,7488,13278,45063,14393,15516,4715,17786,31016,3375,8613,4658,7310,25457,15264,2816,2792,6941
1511712601,29124,15944,42564,9220,34554,20912,19989,12692,15793,6008,14101,23269,7446,6338,5033,15996,9396,18203,25726,13466,13503,9523,23423,6474,4725,4066,9156,3992,3902,15251,3673,3391,99896,2111,10440,6725,3221,2075,17195,12543,34431,4485,7251,8974,73294,12973,2516,27054,7654,2083,7589,4635,5249,4846,8242,2439,4228,7329,2121,6514,2054,28503,3016,10060,22780,11859,5034,13119,23779,3206,9616,7264,4111,3868,1753,12786,7492,15493,29148,16352,4138,11438,55157,12091,8195,13051,4053,8406,2145,2197,53469,2712,4541,16755,4516,3496,7085,6799,4031,7810,5538,11109,50904,3053,77084,2835,33646,10203,34701,50578,74874,35401,7099,7581,20433,7368,5759,5862,20289,14117,12822,3993,20605,6304,1518,2249,17846,6207,7439,8419,2955,7502,13306,45084,14400,15523,4722,17793,31023,3375,8627,4658,7324,25458,15271,2816,2792,6941
1511712901,29124,15949,42578,9220,34568,20925,20003,12692,15793,6008,14107,23311,7446,6338,5033,15996,9403,18203,25733,13466,13503,9523,23479,6481,4725,4072,9156,3992,3909,15251,3673,3391,99914,2111,10440,6725,3221,2075,17206,12550,34431,4485,7251,8988,73322,12973,2516,27086,7654,2083,7589,4635,5256,4846,8242,2439,4228,7329,2121,6528,2054,28523,3016,10060,22780,11859,5048,13119,23793,3206,9616,7264,4111,3875,1753,12793,7492,15493,29148,16373,4138,11438,55171,12091,8202,13051,4066,8406,2145,2197,53480,2712,4541,16769,4516,3496,7085,6799,4038,7810,5538,11123,50960,3053,77088,2842,33681,10203,34708,50620,74878,35401,7113,7609,20440,7375,5759,5862,20296,14117,12829,3993,20605,6304,1518,2249,17846,6207,7439,8419,2955,7502,13327,45091,14407,15523,4722,17800,31043,3375,8627,4658,7324,25465,15278,2816,2792,6941
1511713201,29131,15956,42592,9220,34589,20926,20024,12692,15812,6008,14107,23318,7446,6338,5033,15996,9403,18210,25733,13466,13503,9523,23492,6481,4725,4072,9163,3992,3916,15251,3680,3397,99954,2111,10440,6725,3221,2075,17240,12557,34445,4485,7251,8988,73355,12980,2516,27092,7654,2083,7589,4635,5256,4860,8242,2439,4228,7329,2128,6542,2054,28523,3016,10060,22787,11859,5048,13119,23793,3206,9616,7268,4111,3882,1753,12807,7492,15500,29162,16373,4138,11438,55192,12104,8220,13058,4073,8406,2145,2197,53508,2712,4555,16769,4516,3499,7092,6799,4038,7810,5538,11123,50960,3053,77123,2842,33681,10203,34729,50641,74906,35401,7113,7623,20440,7375,5759,5869,20303,14117,12843,3993,20612,6304,1518,2249,17863,6207,7439,8419,2955,7502,13334,45098,14407,15523,4722,17800,31043,3389,8627,4658,7324,25472,15278,2823,2799,6941
1511713501,29155,15964,42606,9220,34624,20933,20024,12699,15819,6008,14107,23339,7446,6338,5033,16002,9403,18217,25762,13474,13503,9523,23520,6488,4732,4079,9170,3999,3916,15258,3680,3404,100006,2111,10447,6725,3221,2075,17248,12557,34466,4492,7251,8991,73372,12980,2516,27131,7654,2083,7589,4635,5256,4867,8242,2439,4228,7329,2134,6549,2054,28543,3030,10060,22794,11866,5048,13119,23814,3206,9630,7282,4111,3896,1753,12829,7499,15514,29176,16373,4138,11438,55221,12111,8227,13065,4073,8406,2159,2197,53523,2712,4569,16797,4516,3499,7099,6799,4038,7810,5545,11123,50968,3053,77143,2856,33695,10217,34745,50697,74926,35401,7120,7624,20444,7375,5759,5876,20306,14124,12844,3993,20612,6304,1518,2249,17870,6214,7453,8426,2955,7502,13355,45098,14407,15537,4736,17804,31050,3389,8635,4670,7331,25493,15285,2823,2799,6941
1511713801,29155,15964,42606,9220,34645,20946,20052,12699,15824,6008,14107,23339,7446,6345,5033,16002,9410,18217,25762,13474,13510,9523,23555,6488,4732,4093,9170,3999,3916,15258,3687,3404,100369,2118,10447,6725,3228,2075,17276,12557,34473,4492,7251,8991,73714,12980,2516,27148,7668,2083,7589,4635,5256,4867,8242,2439,4228,7329,2147,6556,2066,28578,3030,10060,22794,11866,5048,13119,23835,3206,9630,7282,4111,3903,1753,12843,7506,15514,29190,16373,4145,11445,55533,12111,8234,13065,4080,8406,2159,2197,53799,2712,4576,16804,4516,3499,7099,6799,4038,7810,5545,11130,51003,3053,77150,2870,33723,10217,34745,50739,74940,35401,7134,7624,20444,7382,5759,5876,20320,14124,12862,3993,20625,6304,1518,2256,17884,6214,7460,8426,2955,7502,13362,45098,14407,15544,4743,17811,31064,3396,8639,4681,7331,25507,15285,2823,2806,6948
1511714101,29365,15964,42676,9220,34932,20953,20059,12713,15824,6008,14107,23339,7452,6345,5033,16002,9410,18221,25903,13481,13517,9523,23574,6488,4732,4100,9170,3999,3916,15272,3687,3404,100393,2118,10461,6725,3228,2075,17276,12557,34619,4504,7251,8998,73748,12980,2516,27169,7685,2083,7589,4642,5256,4867,8249,2439,4228,7329,2147,6556,2078,28802,3030,10060,22797,11880,5048,13119,23842,3206,9637,7282,4111,3903,1753,12846,7506,15514,29441,16373,4145,11445,55543,12118,8234,13065,4080,8406,2163,2201,53816,2719,4576,16804,4516,3499,7099,6799,4038,7817,5545,11130,51255,3053,77483,2877,33990,10223,34920,51006,75253,35401,7134,7624,20444,7389,5759,5883,20327,14124,12865,3993,20633,6304,1518,2263,17884,6221,7474,8426,2962,7509,13377,45119,14407,15551,4743,17818,31157,3396,8639,4681,7337,25514,15299,2823,2807,6948
1511714401,29375,15974,42683,9220,34946,20953,20063,12713,15824,6008,14107,23577,7459,6345,5033,16002,9410,18227,26052,13481,13517,9523,23593,6488,4732,4100,9177,3999,3916,15272,3687,3404,100402,2118,10475,6735,3228,2075,17276,12557,34626,4509,7251,9005,73755,12980,2516,27169,7692,2083,7589,4642,5256,4867,8249,2439,4228,7336,2147,6556,2078,28826,3033,10060,22810,11894,5048,13119,23845,3213,9637,7289,4111,3910,1753,12846,7506,15521,29455,16380,4145,11445,55557,12118,8234,13065,4080,8406,2163,2201,53830,2719,4576,16804,4516,3499,7105,6799,4038,7817,5545,11130,51262,3053,77497,2877,34004,10225,34934,51013,75269,35401,7134,7631,20458,7389,5759,5883,20327,14124,12872,3993,20633,6304,1518,2263,17884,6221,7474,8426,2962,7509,13391,45119,14407,15551,4743,17825,31164,3396,8642,4681,7337,25514,15299,2823,2807,6951
1511714701,29375,15974,42689,9220,34953,20960,20063,12713,15830,6008,14107,23577,7459,6345,5033,16002,9410,18227,26053,13481,13517,9523,23593,6488,4732,4100,9177,3999,3923,15286,3687,3411,100423,2118,10475,6736,3228,2075,17297,12557,34626,4509,7251,9005,73776,12980,2516,27176,7692,2083,7589,4649,5256,4867,8249,2439,4228,7336,2147,6556,2078,28840,3033,10060,22817,11901,5048,13126,23845,3213,9637,7289,4111,3910,1753,12859,7506,15521,29462,16380,4145,11452,55578,12118,8234,13065,4080,8413,2163,2201,53851,2719,4576,16804,4516,3499,7105,6799,4038,7817,5545,11130,51269,3053,77525,2877,34004,10232,34941,51040,75297,35401,7134,7644,20458,7389,5759,5883,20334,14131,12886,3993,20640,6304,1518,2263,17890,6228,7474,8426,2962,7530,13391,45126,14407,15551,4754,17832,31171,3403,8649,4681,7337,25514,15299,2823,2807,6958
