1513353601,1,0
1513353601,2,0
1513353601,3,0
1513353601,4,0
1513353601,5,0
1513353601,6,0
1513353601,7,0
1513353601,8,0
1513353601,9,0
1513353601,10,0
1513353601,11,0
1513353601,12,0
1513353601,13,0
1513353601,14,0
1513353601,15,0
1513353601,16,0
1513353601,17,0
1513353601,18,0
1513353601,19,0
1513353601,20,0
1513353601,21,0
1513353601,22,0
1513353601,23,0
1513353601,24,0
1513353601,25,0
1513353601,26,0
1513353601,27,0
1513353601,28,0
1513353601,29,0
1513353601,30,0
1513353601,31,0
1513353601,32,0
1513353601,33,0
1513353601,34,0
1513353601,35,0
1513353601,36,0
1513353601,37,0
1513353601,38,0
1513353601,39,0
1513353601,40,0
1513353601,41,0
1513353601,42,0
1513353601,43,0
1513353601,44,0
1513353601,45,0
1513353601,46,0
1513353601,47,0
1513353601,48,0
1513353601,49,0
1513353601,50,0
1513353601,51,0
1513353601,52,0
1513353601,53,0
1513353601,54,0
1513353601,55,0
1513353601,56,0
1513353601,57,0
1513353601,58,0
1513353601,59,0
1513353601,60,0
1513353601,61,0
1513353601,62,0
1513353601,63,0
1513353601,64,0
1513353601,65,0
1513353601,66,0
1513353601,67,0
1513353601,68,0
1513353601,69,0
1513353601,70,0
1513353601,71,0
1513353601,72,0
1513353601,73,0
1513353601,74,0
1513353601,75,0
1513353601,76,0
1513353601,77,0
1513353601,78,0
1513353601,79,0
1513353601,80,0
1513353601,81,0
1513353601,82,0
1513353601,83,0
1513353601,84,0
1513353601,85,0
1513353601,86,0
1513353601,87,0
1513353601,88,0
1513353601,89,0
1513353601,90,0
1513353601,91,0
1513353601,92,0
1513353601,93,0
1513353601,94,0
1513353601,95,0
1513353601,96,0
1513353601,97,0
1513353601,98,0
1513353601,99,0
1513353601,100,0
1513353601,101,0
1513353601,102,0
1513353601,103,0
1513353601,104,0
1513353601,105,0
1513353601,106,0
1513353601,107,0
1513353601,108,0
1513353601,109,0
1513353601,110,0
1513353601,111,0
1513353601,112,0
1513353601,113,0
1513353601,114,0
1513353601,115,0
1513353601,116,0
1513353601,117,0
1513353601,118,0
1513353601,119,0
1513353601,120,0
1513353601,121,0
1513353601,122,0
1513353601,123,0
1513353601,124,0
1513353601,125,0
1513353601,126,0
1513353601,127,0
1513353601,128,0
1513353601,129,0
1513353601,130,0
1513353601,131,0
1513353601,132,0
1513353601,133,0
1513353601,134,0
1513353601,135,0
1513353601,136,0
1513353601,137,0
1513353601,138,0
1513353601,139,0
1513353601,140,0
1513353601,141,0
1513353601,142,0
1513353601,143,0
1513353601,144,0
1513353601,145,0
1513353601,146,0
1513353601,147,0
1513353601,148,0
1513353901,1,28
1513353901,2,7
1513353901,3,14
1513353901,4,0
1513353901,5,21
1513353901,6,0
1513353901,7,7
1513353901,8,0
1513353901,9,16
1513353901,10,0
1513353901,11,7
1513353901,12,14
1513353901,13,0
1513353901,14,0
1513353901,15,0
1513353901,16,28
1513353901,17,2
1513353901,18,6
1513353901,19,0
1513353901,20,20
1513353901,21,7
1513353901,22,7
1513353901,23,0
1513353901,24,0
1513353901,25,0
1513353901,26,9
1513353901,27,7
1513353901,28,0
1513353901,29,0
1513353901,30,14
1513353901,31,0
1513353901,32,0
1513353901,33,14
1513353901,34,0
1513353901,35,21
1513353901,36,7
1513353901,37,0
1513353901,38,0
1513353901,39,14
1513353901,40,35
1513353901,41,21
1513353901,42,0
1513353901,43,0
1513353901,44,24
1513353901,45,14
1513353901,46,1
1513353901,47,0
1513353901,48,49
1513353901,49,21
1513353901,50,0
1513353901,51,0
1513353901,52,14
1513353901,53,0
1513353901,54,7
1513353901,55,2
1513353901,56,0
1513353901,57,0
1513353901,58,0
